Age,Branch,Study_Hours_per_Day,Sleep_Hours,Screen_Time_Hours,Gym_Hours_per_Week,Diet_Type,Attendance_Percentage,Stress_Level_1_to_10,Residence,Internal_Marks,CGPA
22,Civil,2.18,6.27,3.26,12.91,Veg,69.52,1.92,Day Scholar,70.17,6.91
23,Mechanical,6.92,4.39,5.86,11.79,Veg,96.13,8.56,Day Scholar,68.65,7.13
19,CSE,1.57,7.27,6.76,10.22,Veg,68.65,2.28,Day Scholar,61.57,6.57
23,ECE,5.19,6.71,4.16,2.45,Non-Veg,83.66,4.99,Day Scholar,66.91,7.84
19,Civil,4.93,6.42,3.63,9.03,Non-Veg,86.72,6.42,Day Scholar,75.04,7.44
18,CSE,3.28,6.27,7.44,2.95,Veg,72.57,3.4,Day Scholar,65.81,7.3
20,Civil,5.0,6.46,6.59,10.71,Non-Veg,78.88,5.91,Hosteller,76.99,8.39
24,Civil,3.52,6.22,6.72,12.5,Veg,79.09,3.8,Hosteller,65.51,7.24
25,ECE,2.99,5.87,4.06,3.96,Non-Veg,68.94,3.2,Day Scholar,60.84,7.19
23,Mechanical,4.7,6.79,7.23,13.34,Non-Veg,84.92,6.65,Hosteller,66.59,7.22
17,IT,2.49,7.08,1.11,7.64,Veg,62.68,3.53,Day Scholar,63.69,6.69
19,Electrical,3.66,5.58,7.26,9.75,Veg,74.69,4.36,Hosteller,62.43,7.18
25,Mechanical,3.11,6.02,4.87,0.0,Veg,73.91,3.91,Day Scholar,61.34,6.69
17,Electrical,3.5,6.25,5.26,8.3,Non-Veg,69.45,5.72,Hosteller,59.73,6.6
25,ECE,4.65,6.51,3.11,3.22,Veg,81.38,4.16,Day Scholar,80.39,8.42
24,ECE,3.11,6.35,1.37,9.66,Non-Veg,81.47,2.83,Hosteller,61.89,7.04
17,ECE,3.71,7.29,5.22,15.22,Non-Veg,72.21,3.89,Hosteller,70.54,7.71
22,CSE,3.25,4.52,6.1,8.62,Veg,74.5,8.0,Day Scholar,40.08,4.21
21,Electrical,6.17,4.73,6.41,1.96,Veg,99.34,8.49,Day Scholar,61.45,7.01
22,Mechanical,4.51,6.73,6.19,10.51,Non-Veg,77.26,5.83,Day Scholar,59.41,7.06
21,Mechanical,4.33,5.78,5.74,9.25,Veg,88.64,4.54,Hosteller,63.76,7.45
22,Civil,5.03,7.56,3.15,18.53,Non-Veg,83.73,4.83,Hosteller,73.7,7.96
21,Civil,3.11,7.9,6.53,8.42,Veg,76.05,1.85,Hosteller,70.49,7.96
21,Civil,5.29,6.78,2.93,3.72,Veg,92.9,7.38,Hosteller,62.91,7.13
20,ECE,4.52,5.21,7.21,11.32,Veg,80.17,7.9,Day Scholar,62.21,6.58
19,Mechanical,1.66,7.77,4.83,6.29,Non-Veg,71.45,3.17,Day Scholar,56.75,5.74
19,Electrical,1.86,6.74,4.9,7.45,Veg,73.71,1.42,Hosteller,69.78,7.09
20,ECE,3.14,4.72,6.73,1.8,Non-Veg,72.45,5.46,Day Scholar,48.43,5.72
25,CSE,2.02,4.82,7.0,6.31,Veg,66.29,4.57,Day Scholar,62.1,6.39
18,Civil,3.64,8.32,6.54,7.17,Non-Veg,77.07,1.67,Day Scholar,81.28,7.87
25,ECE,2.48,8.12,3.36,6.28,Veg,71.41,1.49,Day Scholar,74.1,8.16
17,ECE,3.85,3.48,6.53,3.69,Veg,73.87,8.28,Hosteller,49.29,5.52
17,CSE,6.12,4.87,3.37,8.61,Non-Veg,87.38,7.7,Day Scholar,56.38,6.42
21,IT,3.93,7.87,6.58,1.83,Veg,62.3,2.35,Day Scholar,64.75,7.79
22,Mechanical,3.55,6.48,2.15,0.51,Veg,76.06,3.3,Day Scholar,74.93,7.86
22,Electrical,4.58,7.34,4.81,10.97,Veg,87.38,2.9,Hosteller,78.36,8.74
19,IT,2.96,6.43,3.36,10.46,Non-Veg,66.44,4.38,Day Scholar,54.09,6.09
23,Civil,5.27,7.29,6.74,0.0,Non-Veg,84.01,4.27,Hosteller,85.47,9.12
25,ECE,4.74,6.51,7.23,0.0,Veg,95.93,4.42,Hosteller,74.16,7.81
24,CSE,4.06,5.97,5.4,1.35,Veg,80.18,5.61,Day Scholar,63.49,7.39
22,CSE,4.23,7.77,5.33,6.28,Non-Veg,87.94,3.45,Day Scholar,64.18,7.45
24,Mechanical,7.06,6.74,6.41,13.46,Veg,90.25,6.79,Hosteller,71.77,8.32
21,IT,5.41,7.28,7.24,6.14,Non-Veg,89.31,5.94,Hosteller,83.74,8.13
24,Mechanical,7.3,6.69,5.07,2.69,Veg,90.59,7.04,Hosteller,83.41,8.45
20,ECE,4.8,5.92,4.0,7.83,Non-Veg,86.0,3.7,Hosteller,61.95,6.49
24,Mechanical,1.79,8.43,6.29,6.36,Non-Veg,73.17,1.7,Day Scholar,62.54,7.16
18,Electrical,3.61,6.93,1.28,0.0,Non-Veg,81.06,2.85,Hosteller,59.12,6.71
21,CSE,1.45,6.07,6.82,0.0,Non-Veg,65.52,1.66,Day Scholar,56.29,6.05
25,CSE,4.79,8.03,3.58,0.0,Veg,85.34,3.04,Day Scholar,81.85,7.87
20,Civil,5.12,4.92,4.52,20.89,Veg,87.01,7.26,Hosteller,68.42,7.44
22,Civil,2.67,9.18,6.83,11.82,Veg,76.69,1.0,Day Scholar,82.31,8.86
17,ECE,3.02,6.29,4.17,3.68,Non-Veg,74.46,4.72,Hosteller,48.65,6.82
25,Electrical,4.22,4.98,6.29,13.21,Non-Veg,85.77,7.89,Hosteller,55.72,6.05
17,IT,2.2,8.79,7.28,3.82,Non-Veg,78.19,1.0,Hosteller,63.17,7.79
21,Mechanical,2.09,5.94,5.22,13.02,Veg,68.86,2.21,Day Scholar,63.68,7.35
20,ECE,5.86,6.79,5.62,7.45,Veg,89.52,5.54,Day Scholar,65.2,7.22
19,Civil,4.17,7.36,4.76,3.31,Veg,76.34,4.25,Hosteller,62.96,7.16
22,Mechanical,3.16,7.92,5.23,10.81,Non-Veg,77.52,2.13,Day Scholar,71.94,8.35
18,Civil,1.46,6.86,2.77,7.77,Veg,69.04,1.1,Day Scholar,64.59,7.52
19,Mechanical,5.28,5.72,4.41,9.23,Veg,86.68,5.26,Day Scholar,71.21,8.03
21,IT,2.97,6.76,2.42,8.21,Non-Veg,75.53,1.0,Day Scholar,64.55,7.31
25,ECE,6.79,6.0,3.2,8.15,Veg,100.0,6.79,Day Scholar,78.69,8.73
18,Mechanical,5.29,6.8,1.0,11.48,Veg,72.01,6.75,Hosteller,73.42,8.19
24,Electrical,2.79,8.45,5.53,21.0,Veg,71.46,1.77,Day Scholar,80.12,8.19
18,CSE,2.93,7.41,8.38,13.99,Non-Veg,72.92,2.33,Day Scholar,46.38,6.29
21,Electrical,6.58,6.75,4.09,8.23,Veg,100.0,7.56,Hosteller,74.05,8.09
23,Electrical,3.87,7.39,6.93,5.26,Non-Veg,81.74,2.2,Day Scholar,76.26,8.43
24,CSE,3.23,7.47,7.25,5.88,Veg,78.65,2.81,Day Scholar,65.3,7.33
17,Electrical,4.04,5.21,2.6,0.0,Non-Veg,86.51,4.05,Day Scholar,62.58,7.34
22,Mechanical,3.22,6.55,3.03,10.72,Veg,75.22,4.02,Hosteller,60.28,6.78
17,Mechanical,4.36,9.58,6.98,1.32,Veg,85.07,2.05,Day Scholar,68.22,8.49
18,Mechanical,3.89,7.96,4.82,4.91,Non-Veg,76.78,3.21,Day Scholar,79.46,8.71
17,CSE,5.31,5.9,2.42,10.75,Non-Veg,81.3,7.59,Hosteller,66.73,7.2
21,Electrical,3.42,5.78,3.73,5.67,Veg,86.06,5.42,Hosteller,50.73,6.03
25,CSE,2.67,5.74,5.84,4.24,Non-Veg,75.21,2.73,Day Scholar,65.9,6.24
22,Mechanical,3.48,7.54,3.41,0.29,Veg,80.61,4.12,Hosteller,61.74,6.93
17,Electrical,3.47,8.43,1.0,13.75,Non-Veg,71.94,1.83,Hosteller,70.33,7.79
17,Electrical,3.88,7.2,4.36,2.33,Non-Veg,81.97,1.71,Hosteller,81.64,8.33
18,Civil,4.95,6.69,4.52,3.72,Veg,93.65,5.15,Day Scholar,82.76,8.01
25,Civil,4.87,5.97,5.02,0.0,Non-Veg,82.96,6.55,Day Scholar,60.92,7.39
19,IT,5.8,6.9,7.52,6.89,Veg,82.72,4.89,Hosteller,69.26,8.02
17,ECE,2.78,5.52,5.11,5.13,Veg,74.83,5.6,Hosteller,58.47,6.55
21,Civil,4.58,4.18,5.49,8.02,Non-Veg,77.74,6.48,Hosteller,61.58,7.25
23,CSE,5.09,8.46,7.11,0.42,Non-Veg,77.67,3.15,Hosteller,82.29,8.67
22,Civil,2.99,5.29,5.02,11.11,Veg,71.27,4.03,Day Scholar,50.87,6.13
17,IT,3.69,6.11,9.27,0.0,Veg,75.98,2.87,Hosteller,74.95,7.62
21,Electrical,1.38,7.29,2.47,6.48,Veg,61.94,1.0,Day Scholar,75.68,8.06
21,IT,5.36,8.22,3.13,7.65,Non-Veg,93.43,3.43,Hosteller,80.55,8.3
22,Electrical,3.68,6.81,6.23,7.32,Veg,87.83,3.74,Day Scholar,60.41,7.18
19,Electrical,5.21,5.07,7.51,7.88,Veg,89.14,4.14,Day Scholar,69.42,7.93
21,ECE,4.31,6.14,4.6,11.42,Veg,83.47,5.89,Hosteller,70.35,7.32
23,Civil,3.72,5.69,2.98,14.42,Veg,77.9,5.74,Day Scholar,54.48,5.65
21,CSE,1.61,6.45,8.52,6.13,Veg,63.57,3.34,Day Scholar,60.75,6.91
21,CSE,1.88,7.98,3.42,1.58,Veg,77.4,1.0,Day Scholar,71.89,8.07
21,Mechanical,0.5,3.46,5.68,10.14,Veg,62.19,3.75,Hosteller,39.71,4.65
19,Electrical,3.16,6.01,7.63,5.43,Veg,73.47,5.09,Day Scholar,70.43,7.92
17,CSE,7.42,5.92,4.12,14.08,Non-Veg,100.0,9.53,Day Scholar,70.69,8.39
21,ECE,2.07,4.99,3.76,3.63,Veg,69.97,5.56,Hosteller,49.77,6.16
25,Electrical,0.5,7.2,3.89,2.2,Non-Veg,67.39,1.0,Hosteller,68.34,7.03
17,ECE,5.44,4.8,6.8,7.81,Non-Veg,85.17,7.59,Day Scholar,66.75,7.53
19,CSE,7.55,4.94,7.12,0.0,Non-Veg,100.0,8.05,Day Scholar,78.57,8.09
20,CSE,4.45,7.52,5.07,4.38,Non-Veg,87.13,4.99,Hosteller,71.51,7.61
17,Mechanical,4.43,8.3,8.77,5.15,Veg,88.79,2.67,Hosteller,73.98,8.05
17,CSE,3.54,6.41,5.06,8.23,Veg,74.13,4.16,Day Scholar,58.24,6.87
24,Electrical,1.31,5.04,7.58,1.42,Veg,66.13,3.24,Day Scholar,44.95,5.67
18,Electrical,1.82,5.65,4.14,2.07,Veg,78.86,1.0,Hosteller,60.34,6.96
24,Electrical,3.52,7.71,9.67,13.48,Non-Veg,76.39,2.0,Hosteller,87.35,8.85
23,Mechanical,3.24,6.64,8.14,6.92,Non-Veg,80.24,4.05,Day Scholar,58.48,6.0
18,Mechanical,3.83,6.38,4.74,11.84,Non-Veg,90.59,4.4,Day Scholar,68.57,7.92
22,CSE,5.24,6.88,7.87,3.97,Veg,76.97,5.83,Hosteller,63.17,7.27
22,IT,3.13,6.45,7.77,6.7,Non-Veg,74.24,4.46,Day Scholar,56.36,6.78
19,IT,5.27,8.35,8.11,8.2,Veg,86.38,3.1,Day Scholar,69.17,8.54
18,Mechanical,3.14,5.6,1.0,16.79,Veg,66.69,4.02,Day Scholar,70.02,7.72
17,CSE,5.56,5.46,6.44,5.78,Veg,85.51,6.95,Day Scholar,72.45,7.09
22,IT,4.13,4.84,6.08,6.07,Non-Veg,75.79,7.06,Hosteller,67.98,6.59
21,CSE,3.35,5.85,5.94,13.15,Veg,81.02,4.26,Hosteller,67.72,7.19
25,CSE,4.1,5.19,5.44,4.87,Non-Veg,71.86,4.13,Day Scholar,57.11,6.68
17,CSE,3.56,6.76,5.5,8.59,Non-Veg,87.25,3.6,Day Scholar,58.99,7.36
23,Civil,4.17,6.53,7.57,12.66,Non-Veg,84.3,5.38,Day Scholar,75.4,7.8
21,Electrical,5.14,5.21,6.08,3.78,Veg,80.42,8.29,Day Scholar,58.04,6.2
21,CSE,3.87,7.21,5.43,8.91,Non-Veg,84.48,3.94,Hosteller,70.37,7.99
18,Civil,3.45,8.32,7.28,16.78,Non-Veg,80.21,1.0,Day Scholar,71.98,8.27
19,Mechanical,2.31,6.93,5.84,12.16,Veg,71.38,1.98,Day Scholar,72.87,7.76
23,IT,4.87,3.45,6.03,8.6,Veg,80.74,8.9,Hosteller,57.21,6.82
22,Electrical,4.52,8.88,8.73,5.74,Veg,85.35,3.5,Hosteller,68.11,7.44
18,IT,2.23,7.4,4.13,3.62,Veg,71.75,2.34,Day Scholar,51.91,6.45
22,Electrical,5.25,8.85,1.97,1.47,Veg,82.82,3.15,Hosteller,89.95,8.76
18,IT,2.2,7.81,5.14,15.45,Non-Veg,64.3,2.25,Hosteller,68.03,7.94
18,Electrical,5.54,8.05,5.43,14.37,Veg,83.47,3.85,Day Scholar,84.65,9.05
18,IT,5.03,6.75,6.44,3.32,Veg,82.64,5.47,Day Scholar,57.95,7.1
19,IT,4.63,6.19,5.21,8.89,Non-Veg,88.96,6.19,Hosteller,66.65,7.5
18,IT,3.43,6.95,6.51,7.62,Veg,81.48,4.06,Day Scholar,65.39,6.77
20,IT,4.86,5.65,10.01,13.63,Non-Veg,82.07,6.81,Hosteller,72.46,7.44
25,Mechanical,5.61,7.02,6.6,9.14,Veg,86.02,6.17,Hosteller,77.54,8.19
22,CSE,4.89,3.35,6.95,6.87,Veg,89.4,7.49,Hosteller,52.37,5.9
17,ECE,2.99,6.55,4.74,3.97,Veg,76.31,3.46,Day Scholar,59.99,7.04
24,Civil,4.4,8.11,2.23,8.91,Veg,83.27,2.38,Day Scholar,77.07,9.16
23,ECE,5.7,6.61,1.0,5.05,Veg,84.97,5.8,Hosteller,71.03,7.06
19,ECE,7.3,8.57,3.96,8.24,Non-Veg,95.88,4.56,Hosteller,89.41,9.88
17,Electrical,3.69,6.18,1.0,6.57,Veg,78.48,4.85,Day Scholar,59.42,6.44
21,CSE,5.29,7.7,6.03,4.91,Non-Veg,85.98,2.62,Hosteller,86.1,8.92
20,Electrical,5.7,5.45,4.23,1.55,Veg,92.18,7.87,Hosteller,69.33,7.38
24,CSE,2.78,7.65,2.37,9.88,Veg,77.73,2.14,Day Scholar,76.44,8.56
17,CSE,6.67,6.78,5.26,7.24,Non-Veg,88.77,8.8,Day Scholar,73.09,7.71
17,IT,2.4,6.24,3.52,17.01,Veg,69.51,2.96,Day Scholar,64.68,7.53
20,Mechanical,5.21,3.41,5.9,1.22,Non-Veg,82.63,8.6,Day Scholar,44.54,5.81
24,IT,4.46,6.19,6.42,10.5,Non-Veg,89.23,5.95,Hosteller,69.0,6.88
21,Mechanical,4.08,6.76,3.6,6.54,Non-Veg,91.68,4.18,Day Scholar,67.87,7.84
18,Electrical,7.82,7.49,4.53,18.76,Veg,96.78,7.6,Day Scholar,79.58,9.01
22,Mechanical,3.55,8.37,5.43,10.07,Veg,76.91,3.17,Hosteller,68.12,7.69
21,Electrical,3.52,8.94,2.19,8.82,Non-Veg,81.83,1.31,Hosteller,71.97,8.33
18,ECE,6.0,8.0,5.43,6.55,Non-Veg,86.45,6.2,Hosteller,86.55,9.0
19,ECE,5.14,5.83,2.14,3.06,Veg,90.04,4.64,Day Scholar,71.31,7.72
25,Mechanical,5.92,6.13,6.13,8.74,Veg,89.51,8.39,Hosteller,59.25,6.75
23,Mechanical,4.18,7.39,4.13,0.0,Veg,72.16,2.0,Day Scholar,65.22,7.95
23,Electrical,4.48,7.12,2.13,0.0,Veg,75.87,5.7,Hosteller,71.12,7.73
22,IT,6.85,8.45,3.84,12.67,Veg,92.57,3.53,Day Scholar,77.75,10.0
24,Electrical,2.75,9.48,3.92,0.0,Veg,79.85,2.25,Hosteller,69.61,7.61
20,IT,3.85,9.22,7.14,5.21,Non-Veg,74.77,1.79,Day Scholar,93.93,9.69
24,ECE,5.2,8.29,5.35,1.12,Non-Veg,83.32,2.96,Day Scholar,80.28,8.88
20,CSE,3.71,7.13,3.09,4.75,Non-Veg,79.59,5.44,Hosteller,67.94,6.88
24,Mechanical,3.14,8.12,8.3,8.03,Veg,67.38,1.0,Hosteller,63.65,7.76
25,IT,4.93,8.49,6.25,12.51,Veg,86.13,3.21,Day Scholar,87.54,8.59
19,Electrical,6.0,6.32,4.33,13.82,Non-Veg,82.3,9.29,Hosteller,65.82,6.7
19,ECE,3.79,5.86,1.89,1.85,Non-Veg,81.78,5.32,Day Scholar,60.25,6.43
18,IT,3.75,5.58,4.15,4.39,Non-Veg,74.69,3.14,Day Scholar,56.37,6.6
19,Electrical,3.03,5.45,4.56,21.0,Non-Veg,70.43,4.31,Day Scholar,63.66,7.5
19,Mechanical,3.56,4.84,5.74,5.6,Veg,79.14,5.35,Hosteller,62.9,7.03
21,Mechanical,5.63,6.8,6.21,2.06,Non-Veg,92.1,6.01,Day Scholar,78.62,8.07
21,Civil,4.12,5.3,6.61,2.99,Veg,82.49,5.78,Day Scholar,53.97,6.73
18,CSE,2.79,5.56,1.78,5.63,Veg,75.0,4.78,Day Scholar,57.21,6.35
22,Civil,4.39,7.34,5.42,4.8,Non-Veg,83.08,2.52,Day Scholar,75.3,7.96
21,ECE,5.58,6.72,4.68,5.69,Veg,89.8,5.31,Hosteller,72.41,7.53
22,IT,3.16,7.02,10.36,6.88,Veg,78.03,3.45,Hosteller,72.24,7.62
17,ECE,2.01,8.14,5.13,6.84,Veg,68.06,1.0,Day Scholar,59.52,7.4
21,Electrical,7.29,7.54,3.75,1.65,Veg,99.7,7.84,Hosteller,83.86,8.69
25,Mechanical,1.93,8.32,5.22,9.07,Non-Veg,65.67,1.0,Hosteller,60.57,6.69
18,Civil,3.46,6.6,4.98,7.68,Veg,82.76,4.01,Day Scholar,57.89,7.04
17,Civil,4.35,8.43,1.02,9.78,Veg,85.65,2.81,Hosteller,70.77,7.88
25,Civil,3.59,6.93,5.82,0.0,Veg,88.86,2.64,Hosteller,62.11,7.99
25,ECE,3.89,6.7,4.38,7.88,Veg,82.01,4.25,Hosteller,73.96,7.9
25,Mechanical,4.87,8.25,4.95,0.0,Veg,88.87,2.3,Hosteller,85.85,9.61
22,IT,0.5,5.45,3.25,6.02,Non-Veg,54.7,1.6,Hosteller,44.01,5.6
24,Electrical,2.1,8.93,2.81,10.68,Veg,75.21,1.0,Hosteller,63.18,7.18
17,IT,4.07,6.16,6.76,12.86,Non-Veg,86.21,3.48,Day Scholar,63.24,7.42
20,ECE,3.39,5.04,7.22,8.87,Non-Veg,84.49,5.98,Hosteller,49.89,5.9
17,Electrical,4.19,7.28,5.84,10.78,Non-Veg,81.57,4.17,Day Scholar,60.14,7.94
24,Civil,4.34,6.05,1.38,5.33,Veg,80.0,5.83,Day Scholar,48.92,6.37
17,CSE,0.83,8.93,5.97,4.15,Veg,58.68,1.0,Day Scholar,53.79,6.1
19,ECE,5.91,5.98,1.41,21.0,Non-Veg,84.56,5.78,Hosteller,68.51,7.84
20,ECE,3.25,6.88,3.68,11.63,Veg,76.13,3.38,Hosteller,73.97,7.68
24,Mechanical,2.7,4.79,6.73,0.43,Non-Veg,64.75,5.54,Day Scholar,45.48,5.4
22,IT,4.31,7.48,6.32,0.0,Non-Veg,77.72,2.65,Day Scholar,75.78,8.71
23,ECE,4.16,5.57,5.91,4.4,Non-Veg,81.25,4.48,Day Scholar,64.63,7.45
24,ECE,5.8,7.33,7.63,13.67,Non-Veg,89.31,5.22,Hosteller,81.38,9.15
18,Civil,4.41,5.99,6.12,7.27,Veg,77.19,5.05,Hosteller,62.79,6.93
24,Civil,5.74,4.04,1.0,0.0,Veg,82.52,8.68,Hosteller,50.57,5.84
19,Electrical,2.59,6.66,4.26,6.01,Non-Veg,67.54,2.64,Day Scholar,69.4,7.39
23,CSE,4.21,6.6,4.92,6.99,Veg,79.96,4.77,Hosteller,79.52,7.56
19,Mechanical,2.33,7.56,4.68,0.0,Veg,82.29,2.99,Hosteller,59.88,7.11
23,CSE,4.15,8.37,3.77,7.14,Non-Veg,86.03,3.32,Day Scholar,70.74,7.64
18,Electrical,3.83,8.79,2.94,1.33,Veg,80.21,2.09,Hosteller,79.5,8.82
22,Civil,3.76,7.54,9.8,0.0,Non-Veg,81.59,2.12,Day Scholar,75.55,7.81
19,IT,3.78,6.83,4.22,15.99,Non-Veg,83.97,3.22,Hosteller,70.93,7.77
19,Civil,5.1,4.79,9.7,1.08,Veg,88.9,8.16,Day Scholar,53.45,6.34
25,Mechanical,1.59,6.74,2.72,3.26,Non-Veg,66.4,1.38,Hosteller,57.77,7.07
23,Civil,2.65,6.76,6.31,3.19,Non-Veg,69.02,1.92,Day Scholar,63.95,6.77
21,Mechanical,3.94,6.26,5.46,7.01,Non-Veg,79.07,6.78,Hosteller,56.08,6.83
23,Mechanical,2.23,7.26,3.16,16.89,Veg,76.18,3.5,Day Scholar,69.56,7.07
25,Mechanical,4.07,7.85,4.06,0.3,Veg,78.99,3.1,Day Scholar,76.02,8.14
17,Electrical,3.92,5.52,4.97,5.28,Non-Veg,74.1,4.32,Hosteller,72.28,7.98
23,Mechanical,1.89,5.5,3.31,7.68,Veg,60.85,4.12,Hosteller,48.38,6.1
22,Mechanical,1.82,6.33,4.49,2.13,Veg,68.5,2.0,Day Scholar,68.35,7.22
25,IT,0.5,5.76,1.0,5.19,Non-Veg,57.37,2.63,Hosteller,59.48,5.71
17,CSE,2.17,4.53,6.42,10.33,Veg,68.66,4.15,Day Scholar,55.27,6.38
20,ECE,4.02,5.3,7.45,2.77,Veg,87.39,7.36,Day Scholar,45.77,5.5
25,CSE,4.23,5.02,5.91,5.1,Veg,80.9,5.69,Hosteller,61.22,6.85
20,Mechanical,4.3,7.95,9.53,4.58,Veg,77.76,5.72,Hosteller,64.37,6.89
19,IT,2.83,8.54,6.36,6.42,Non-Veg,75.71,1.48,Hosteller,69.64,8.03
25,Civil,3.97,5.19,7.29,8.36,Veg,89.47,7.17,Day Scholar,62.65,6.46
18,IT,4.6,7.16,7.48,10.28,Veg,82.38,3.9,Day Scholar,85.35,8.42
20,Mechanical,2.1,7.55,1.0,17.85,Non-Veg,58.71,1.0,Hosteller,71.07,7.71
22,IT,4.18,4.71,5.85,0.0,Non-Veg,84.18,4.17,Day Scholar,61.68,7.03
18,IT,4.98,6.69,2.23,6.06,Non-Veg,86.66,6.57,Day Scholar,65.04,6.98
24,Mechanical,3.26,9.54,2.64,0.0,Veg,76.77,1.0,Hosteller,72.44,7.4
24,Electrical,5.59,7.31,2.99,4.84,Veg,86.87,4.03,Day Scholar,78.59,8.64
17,IT,3.3,6.21,4.37,11.93,Non-Veg,72.46,5.41,Day Scholar,66.92,7.17
19,ECE,2.71,5.83,6.3,13.71,Veg,81.12,5.04,Day Scholar,60.53,6.33
25,ECE,4.84,4.07,5.87,13.97,Non-Veg,74.98,9.14,Hosteller,48.99,5.93
21,IT,7.05,7.06,4.97,13.92,Veg,93.7,5.65,Hosteller,83.48,9.02
22,Electrical,4.13,8.84,6.45,6.03,Veg,78.98,3.54,Day Scholar,65.19,7.99
20,Civil,4.95,5.52,6.57,14.83,Non-Veg,89.03,6.81,Hosteller,60.88,7.13
18,Mechanical,3.24,4.18,5.89,15.94,Non-Veg,82.36,7.49,Day Scholar,53.69,5.33
24,ECE,2.14,5.7,1.55,7.78,Non-Veg,69.55,3.98,Hosteller,56.38,5.78
22,Civil,4.25,7.56,3.52,13.59,Veg,82.21,3.86,Day Scholar,69.43,7.86
21,IT,4.49,5.99,5.05,7.23,Veg,83.82,6.76,Day Scholar,69.84,6.81
25,Civil,3.46,5.52,6.47,14.9,Veg,82.58,5.8,Day Scholar,59.86,7.38
17,CSE,4.95,6.52,2.34,6.09,Veg,89.9,6.51,Day Scholar,61.24,6.92
21,ECE,3.02,6.78,4.98,3.59,Veg,72.4,2.76,Hosteller,66.72,7.26
22,IT,2.65,4.83,1.87,0.73,Veg,75.42,4.64,Day Scholar,40.27,6.03
21,Mechanical,5.59,6.24,7.05,6.03,Veg,89.87,4.62,Day Scholar,71.15,7.99
22,Electrical,5.6,5.9,5.48,7.47,Non-Veg,87.41,6.13,Hosteller,65.98,7.96
22,IT,3.05,5.73,2.31,1.7,Non-Veg,77.11,5.11,Hosteller,62.55,7.56
23,Mechanical,6.58,5.28,2.29,5.6,Non-Veg,92.99,8.86,Day Scholar,63.29,7.18
20,Electrical,3.57,7.63,5.77,4.05,Veg,78.64,1.96,Day Scholar,65.91,8.34
24,Electrical,4.13,5.73,7.75,0.97,Non-Veg,73.86,6.68,Hosteller,46.91,5.66
23,IT,3.87,4.11,2.81,12.8,Veg,74.78,9.74,Day Scholar,36.22,5.03
25,Civil,4.79,6.82,6.57,13.79,Veg,88.02,4.07,Day Scholar,79.75,8.79
23,Civil,4.41,7.37,3.92,12.78,Non-Veg,75.98,3.83,Day Scholar,72.0,7.94
