Age,Branch,Study_Hours_per_Day,Sleep_Hours,Screen_Time_Hours,Gym_Hours_per_Week,Diet_Type,Attendance_Percentage,Stress_Level_1_to_10,Residence,Internal_Marks,CGPA
19,Electrical,4.39,5.54,6.65,6.53,Veg,84.29,5.22,Day Scholar,65.09,7.43
19,Civil,2.47,5.83,6.37,6.87,Veg,71.95,3.55,Day Scholar,61.43,6.27
24,CSE,1.47,5.72,5.31,1.05,Veg,72.49,3.02,Day Scholar,54.75,6.25
21,Electrical,5.71,6.08,1.33,9.32,Veg,91.81,5.93,Day Scholar,78.02,8.68
20,Electrical,3.18,7.83,6.36,7.95,Non-Veg,73.64,2.08,Day Scholar,60.92,7.27
24,Mechanical,3.93,6.36,6.0,21.0,Non-Veg,78.52,4.65,Day Scholar,63.42,8.33
22,Civil,4.49,7.51,5.82,13.09,Non-Veg,72.52,4.45,Hosteller,63.05,7.09
18,Electrical,6.44,5.34,5.39,8.77,Veg,91.57,9.57,Hosteller,59.99,6.82
20,CSE,4.24,6.04,3.24,6.77,Non-Veg,74.86,5.19,Hosteller,69.56,6.78
20,Mechanical,3.41,7.64,7.17,12.61,Veg,75.95,2.2,Day Scholar,73.33,7.78
22,IT,3.21,5.53,6.8,1.87,Veg,72.88,5.38,Day Scholar,51.91,6.0
22,Electrical,3.94,7.71,2.85,13.38,Non-Veg,75.34,3.63,Day Scholar,66.93,7.36
17,CSE,2.64,5.75,7.63,0.91,Veg,79.12,3.7,Hosteller,58.79,6.03
24,ECE,4.04,6.11,5.26,3.86,Non-Veg,73.84,5.41,Hosteller,68.7,7.35
22,CSE,3.92,8.5,5.26,0.0,Veg,74.79,2.03,Day Scholar,83.27,8.32
19,CSE,6.46,5.98,4.65,10.44,Non-Veg,88.82,6.95,Hosteller,65.68,7.74
25,Mechanical,3.87,6.67,4.84,8.4,Non-Veg,76.97,2.3,Hosteller,77.87,8.11
18,IT,1.11,7.24,7.74,3.86,Veg,61.18,1.0,Day Scholar,52.5,6.07
24,ECE,8.01,6.77,7.07,1.8,Veg,98.26,6.48,Day Scholar,85.31,9.37
19,Civil,5.44,6.81,7.02,14.72,Non-Veg,88.69,4.99,Hosteller,69.92,8.08
21,Civil,7.12,6.43,5.37,6.25,Veg,98.97,8.27,Day Scholar,71.72,8.05
22,CSE,2.26,4.94,6.78,2.7,Veg,74.43,2.82,Hosteller,61.89,6.76
22,Mechanical,3.67,6.92,3.33,17.76,Non-Veg,68.8,3.56,Hosteller,78.01,8.34
20,Mechanical,5.01,5.62,6.17,3.32,Veg,86.96,6.46,Hosteller,66.51,7.36
19,Civil,4.8,7.43,4.69,13.38,Non-Veg,86.23,4.14,Day Scholar,59.83,8.03
20,ECE,4.46,8.15,1.0,0.55,Veg,78.99,2.83,Hosteller,70.4,7.86
17,IT,0.7,4.33,1.83,5.01,Veg,71.84,3.69,Hosteller,43.35,4.0
20,ECE,1.43,8.15,3.67,9.81,Non-Veg,72.6,1.0,Day Scholar,64.85,7.25
17,Electrical,6.28,6.01,5.83,6.68,Veg,90.47,7.27,Day Scholar,71.9,7.16
17,Electrical,6.54,6.34,3.68,8.37,Veg,89.74,6.77,Hosteller,61.43,6.89
22,IT,3.84,5.41,3.82,3.98,Veg,87.46,6.3,Day Scholar,49.02,6.32
21,Civil,6.09,6.73,6.53,0.0,Veg,90.33,5.05,Day Scholar,75.25,8.6
20,IT,2.47,6.58,3.89,15.21,Veg,72.75,3.57,Hosteller,61.07,7.1
19,Mechanical,2.81,7.79,7.66,4.32,Veg,74.4,2.44,Day Scholar,71.24,8.04
17,Electrical,2.35,5.61,7.33,8.62,Veg,83.25,3.94,Hosteller,55.16,6.79
22,CSE,2.73,8.49,5.04,10.93,Veg,72.54,1.22,Day Scholar,75.72,8.42
18,CSE,5.08,7.3,6.51,8.73,Non-Veg,85.3,2.9,Day Scholar,69.52,7.91
24,Civil,2.71,6.61,6.23,3.03,Non-Veg,69.38,4.48,Hosteller,65.17,6.53
21,Mechanical,7.36,6.28,4.51,13.49,Veg,94.85,8.92,Hosteller,68.54,8.29
23,ECE,4.69,6.13,6.72,9.88,Non-Veg,78.29,4.6,Day Scholar,70.39,7.68
18,Mechanical,5.63,6.21,7.02,8.11,Non-Veg,84.08,7.18,Day Scholar,68.55,7.39
24,CSE,4.73,6.7,3.1,7.98,Veg,74.62,5.22,Day Scholar,72.54,7.63
18,CSE,5.82,6.25,5.31,16.42,Non-Veg,93.51,5.99,Hosteller,70.8,8.07
20,Electrical,2.7,5.73,5.29,2.91,Veg,74.27,5.16,Day Scholar,56.72,6.18
17,Mechanical,6.17,6.71,6.7,9.33,Non-Veg,92.05,6.03,Hosteller,72.07,7.81
21,Mechanical,4.21,5.5,4.11,4.04,Veg,80.79,7.07,Day Scholar,42.64,5.65
25,CSE,5.81,6.89,3.8,0.0,Veg,89.43,6.46,Day Scholar,68.79,7.83
17,ECE,1.84,6.23,5.34,0.0,Non-Veg,77.3,3.56,Day Scholar,56.63,6.31
25,Civil,4.27,7.34,7.36,1.32,Veg,77.51,4.51,Day Scholar,69.71,7.7
24,Civil,4.22,7.69,2.6,3.31,Veg,82.48,4.06,Day Scholar,75.29,8.33
22,Mechanical,3.07,7.69,2.95,19.17,Veg,76.72,2.6,Hosteller,75.68,8.17
23,Civil,4.47,6.88,3.96,10.91,Veg,88.06,3.86,Hosteller,80.32,7.85
19,CSE,6.31,7.02,4.31,11.41,Non-Veg,93.74,6.35,Hosteller,71.15,8.24
17,CSE,2.96,6.11,1.47,3.43,Non-Veg,77.22,4.76,Day Scholar,63.6,6.85
21,Mechanical,5.44,7.31,8.0,7.34,Veg,80.92,5.85,Hosteller,80.19,8.19
18,Mechanical,2.31,7.45,4.74,19.91,Veg,67.5,2.36,Hosteller,53.51,6.95
21,Electrical,7.16,4.62,4.44,0.2,Non-Veg,89.99,7.45,Day Scholar,76.19,8.32
24,Mechanical,5.18,6.95,8.25,9.55,Veg,73.51,5.01,Day Scholar,62.89,7.92
25,ECE,6.59,8.14,6.44,16.02,Non-Veg,94.92,5.13,Hosteller,91.75,8.98
18,Civil,5.01,6.07,3.93,12.41,Veg,83.73,4.83,Hosteller,74.49,7.99
19,Mechanical,4.59,5.81,5.33,17.09,Veg,84.92,6.68,Hosteller,62.77,6.76
19,IT,5.19,6.0,4.92,8.19,Veg,86.12,4.17,Hosteller,63.62,8.11
17,Electrical,3.8,4.69,7.9,10.38,Veg,80.18,6.94,Hosteller,54.03,6.28
24,IT,1.57,6.65,4.67,7.61,Veg,74.56,3.25,Hosteller,57.87,6.71
22,CSE,4.67,6.54,2.12,9.99,Veg,83.39,4.93,Hosteller,80.89,8.01
24,Civil,2.87,6.74,1.25,1.87,Veg,77.68,3.06,Day Scholar,69.2,7.28
25,Mechanical,2.35,7.0,7.95,11.44,Veg,70.23,3.32,Hosteller,41.32,5.51
21,IT,4.95,5.54,3.42,8.65,Veg,88.9,5.65,Day Scholar,69.92,7.51
19,Civil,3.58,6.83,6.34,7.35,Veg,71.71,4.41,Day Scholar,58.99,7.39
21,CSE,5.54,7.03,5.14,16.78,Veg,78.52,4.59,Day Scholar,69.74,8.65
21,ECE,2.82,5.91,4.17,5.51,Veg,84.62,2.69,Hosteller,61.57,6.59
21,Electrical,3.29,7.0,4.48,13.76,Veg,85.65,3.59,Hosteller,59.89,6.24
19,Civil,5.73,6.6,8.17,14.32,Non-Veg,78.9,6.1,Day Scholar,77.24,8.33
20,Civil,4.42,5.74,2.1,11.79,Non-Veg,81.92,3.96,Hosteller,72.41,7.0
25,ECE,1.78,6.84,4.23,1.6,Veg,69.67,3.36,Hosteller,65.22,7.04
25,Civil,4.39,6.15,6.81,9.01,Veg,85.55,4.82,Day Scholar,64.99,7.13
18,CSE,6.22,7.34,2.43,17.97,Veg,99.81,6.4,Hosteller,63.83,7.77
24,CSE,3.28,6.21,7.63,0.0,Non-Veg,71.1,5.67,Day Scholar,64.45,6.68
24,ECE,4.9,4.95,6.78,5.95,Veg,79.45,7.19,Day Scholar,55.45,7.08
23,Electrical,2.73,6.82,5.54,13.51,Veg,73.62,4.18,Day Scholar,73.32,7.02
24,Mechanical,3.79,6.78,3.99,6.35,Non-Veg,74.16,3.16,Day Scholar,75.78,7.94
19,IT,5.63,5.2,2.18,11.54,Veg,74.6,8.85,Hosteller,71.65,6.41
22,Mechanical,4.33,7.4,6.41,14.89,Veg,80.51,3.1,Day Scholar,68.4,7.38
17,Civil,5.93,7.34,10.5,8.3,Veg,93.96,5.02,Hosteller,79.53,8.33
23,IT,4.64,5.46,5.29,9.85,Non-Veg,83.09,4.73,Hosteller,60.56,6.88
17,ECE,7.33,5.71,1.35,7.51,Veg,99.76,8.89,Hosteller,72.58,8.09
25,ECE,1.65,6.33,5.92,8.67,Non-Veg,70.67,2.95,Hosteller,56.02,6.81
17,Electrical,3.67,5.59,6.72,18.77,Non-Veg,73.24,5.85,Day Scholar,52.64,6.65
17,IT,2.37,7.27,3.16,6.64,Veg,72.21,1.0,Day Scholar,69.14,7.58
23,CSE,2.48,6.68,3.71,5.02,Veg,64.75,3.17,Day Scholar,60.18,6.71
18,IT,2.49,5.19,3.51,12.83,Veg,69.89,4.71,Day Scholar,54.09,6.61
21,Civil,4.25,5.51,3.94,2.28,Non-Veg,81.51,6.35,Day Scholar,48.0,5.83
24,CSE,4.34,7.93,4.66,3.56,Non-Veg,81.69,2.64,Hosteller,70.3,7.79
24,ECE,4.64,8.34,3.28,3.59,Veg,76.75,1.0,Day Scholar,84.53,10.0
19,IT,2.32,7.15,2.53,5.57,Non-Veg,66.13,2.88,Hosteller,58.74,6.33
23,Mechanical,3.51,6.25,5.35,5.81,Veg,79.02,4.12,Hosteller,61.17,7.39
19,Electrical,2.55,5.97,4.63,10.91,Veg,76.9,3.86,Day Scholar,63.71,6.94
22,Mechanical,5.4,7.16,4.13,5.08,Non-Veg,85.98,5.15,Hosteller,58.74,7.17
22,Electrical,2.69,6.59,5.17,11.14,Non-Veg,72.19,3.34,Hosteller,48.87,6.07
19,Civil,3.68,4.57,1.96,11.84,Veg,83.05,6.85,Day Scholar,48.48,6.7
23,Mechanical,4.84,7.74,5.53,3.34,Non-Veg,80.34,2.25,Day Scholar,73.83,8.29
19,IT,3.08,8.11,4.17,11.72,Non-Veg,84.02,3.1,Day Scholar,70.86,7.07
24,IT,5.04,7.38,5.48,12.23,Non-Veg,78.48,4.47,Hosteller,78.08,7.9
20,Mechanical,6.39,5.19,5.8,0.0,Non-Veg,97.21,9.83,Day Scholar,59.58,6.44
17,IT,4.28,5.74,7.26,8.64,Non-Veg,84.12,5.09,Day Scholar,57.08,7.45
20,Civil,5.35,4.27,5.21,4.16,Veg,98.81,7.4,Hosteller,60.51,6.25
23,CSE,0.89,8.42,7.13,14.3,Non-Veg,58.84,1.0,Day Scholar,54.54,5.93
20,Civil,3.36,6.07,4.36,4.11,Veg,65.11,4.78,Hosteller,64.31,7.37
22,Electrical,4.28,9.3,4.45,0.0,Non-Veg,87.63,1.7,Hosteller,81.18,8.35
25,Civil,2.42,8.85,4.82,6.83,Veg,64.75,1.15,Day Scholar,70.59,7.5
17,Electrical,4.31,5.42,6.55,1.98,Non-Veg,84.64,5.51,Hosteller,76.7,7.43
21,IT,5.59,5.65,6.26,11.76,Veg,93.86,6.97,Hosteller,59.81,7.43
23,CSE,1.18,7.06,5.27,2.47,Veg,67.8,3.36,Day Scholar,53.38,6.67
17,IT,2.22,4.39,2.54,6.9,Veg,72.24,5.18,Day Scholar,48.9,6.08
20,ECE,4.28,5.97,6.23,15.66,Non-Veg,83.39,5.74,Day Scholar,59.89,6.81
22,IT,4.69,5.85,3.28,13.15,Non-Veg,87.64,4.36,Hosteller,81.62,8.19
18,Electrical,5.11,8.72,3.17,9.68,Veg,88.47,4.74,Hosteller,73.12,8.47
21,IT,4.17,6.69,2.72,6.29,Non-Veg,74.75,5.54,Day Scholar,58.89,6.88
17,IT,4.69,6.16,4.83,9.14,Non-Veg,92.59,4.82,Day Scholar,71.8,7.75
22,CSE,5.36,5.74,7.42,10.86,Non-Veg,87.03,7.66,Day Scholar,61.9,6.41
22,IT,3.38,7.57,3.07,1.48,Veg,79.48,3.14,Hosteller,60.98,8.02
20,CSE,3.09,5.9,8.36,11.77,Non-Veg,78.99,4.23,Day Scholar,69.24,7.12
24,Mechanical,3.75,6.44,6.82,0.83,Veg,84.52,5.6,Hosteller,58.98,6.92
20,ECE,4.3,5.73,2.07,10.21,Non-Veg,86.76,5.05,Day Scholar,55.75,6.25
24,CSE,3.01,4.68,4.23,0.8,Non-Veg,75.72,4.61,Hosteller,69.53,6.94
24,Electrical,3.41,5.3,2.92,17.99,Non-Veg,77.38,5.31,Hosteller,59.5,6.73
21,Mechanical,4.6,5.9,6.33,11.27,Non-Veg,85.03,6.23,Day Scholar,55.86,7.06
20,CSE,4.24,6.18,3.02,0.0,Veg,86.68,6.02,Hosteller,54.58,6.88
18,CSE,3.72,6.24,1.76,6.99,Veg,73.05,4.33,Hosteller,62.06,6.91
19,ECE,1.39,6.39,4.35,4.08,Veg,70.16,1.15,Day Scholar,57.69,6.6
19,Electrical,3.99,5.91,7.34,3.42,Veg,75.54,7.61,Day Scholar,60.43,6.68
20,Civil,2.54,8.12,4.61,7.82,Veg,81.98,1.0,Hosteller,66.33,7.59
20,Civil,5.47,7.64,5.8,1.8,Non-Veg,89.21,4.89,Hosteller,80.07,8.21
21,CSE,3.54,6.34,5.87,11.26,Non-Veg,75.6,4.98,Hosteller,61.61,6.83
20,IT,2.51,6.81,1.98,10.95,Veg,74.67,3.85,Day Scholar,51.11,6.66
24,Electrical,3.91,6.05,3.2,8.97,Veg,79.58,4.29,Hosteller,66.73,6.96
22,Mechanical,5.91,3.09,5.01,6.89,Veg,88.73,7.94,Hosteller,69.77,6.69
22,IT,4.95,6.52,3.89,10.69,Veg,75.68,4.83,Day Scholar,72.73,7.99
24,IT,4.33,6.87,8.41,11.43,Veg,76.53,5.32,Day Scholar,63.46,6.92
23,Electrical,2.01,4.56,2.54,9.55,Non-Veg,69.35,5.08,Day Scholar,45.71,5.51
24,CSE,6.43,7.1,3.18,0.0,Veg,83.72,7.0,Day Scholar,81.08,9.14
18,CSE,3.07,6.16,5.58,2.59,Non-Veg,72.4,4.62,Day Scholar,62.43,6.66
25,CSE,5.4,6.91,3.74,5.5,Veg,84.5,6.84,Hosteller,69.61,7.11
17,CSE,3.51,6.2,1.0,0.0,Non-Veg,73.66,3.54,Hosteller,63.09,6.76
24,Civil,5.26,8.0,8.87,8.25,Non-Veg,90.14,3.06,Hosteller,82.93,8.2
20,CSE,5.96,6.77,2.85,14.9,Non-Veg,85.4,6.56,Day Scholar,79.48,8.78
20,Civil,4.97,7.7,6.12,14.01,Non-Veg,85.3,3.22,Day Scholar,75.95,9.06
21,Civil,5.13,7.8,2.49,11.14,Non-Veg,83.9,3.07,Day Scholar,67.2,8.07
24,CSE,3.85,5.16,3.27,11.08,Non-Veg,78.67,6.92,Hosteller,63.53,6.37
21,ECE,3.35,5.61,1.75,19.41,Non-Veg,84.78,4.99,Day Scholar,70.27,7.25
24,Mechanical,4.21,7.04,3.52,11.73,Veg,81.94,4.19,Day Scholar,60.67,7.65
17,IT,3.49,6.06,3.71,12.18,Veg,79.32,4.48,Day Scholar,59.41,6.72
25,Civil,7.7,6.21,4.73,0.0,Veg,94.68,8.38,Hosteller,84.36,9.47
22,Electrical,2.51,8.04,4.25,14.46,Non-Veg,75.69,2.68,Day Scholar,53.46,6.36
19,Electrical,5.5,6.13,2.12,9.23,Veg,90.44,4.86,Day Scholar,77.42,9.39
24,Mechanical,4.78,5.34,3.95,6.55,Non-Veg,86.32,4.88,Hosteller,63.62,7.5
25,Electrical,4.34,5.5,7.89,5.17,Non-Veg,75.68,4.91,Day Scholar,66.15,7.88
22,ECE,6.22,9.12,7.66,3.93,Veg,88.17,4.39,Day Scholar,70.81,8.64
23,Electrical,4.45,6.29,5.91,14.04,Veg,89.41,6.97,Day Scholar,62.4,6.47
17,IT,3.05,4.86,6.33,6.84,Non-Veg,71.8,6.05,Hosteller,50.42,5.45
21,IT,4.44,4.38,9.12,4.13,Veg,90.04,7.65,Day Scholar,53.4,6.19
21,Civil,3.73,5.75,6.14,2.68,Non-Veg,75.89,4.89,Day Scholar,53.28,7.07
20,CSE,4.75,6.26,6.29,7.96,Veg,84.52,4.16,Hosteller,74.03,8.39
22,ECE,5.22,7.64,1.87,4.99,Non-Veg,85.16,5.1,Hosteller,68.08,7.28
23,Civil,2.71,7.52,2.77,3.71,Veg,69.33,4.21,Day Scholar,58.83,6.95
25,ECE,5.79,6.49,4.93,0.0,Non-Veg,84.81,6.06,Hosteller,69.88,8.4
17,CSE,3.62,5.95,3.39,12.37,Veg,74.57,4.1,Day Scholar,68.43,7.67
22,Electrical,4.67,6.91,3.0,6.23,Veg,84.07,4.52,Hosteller,70.11,7.6
23,Electrical,4.93,4.4,3.24,0.92,Veg,89.08,8.12,Day Scholar,45.66,6.18
19,CSE,4.55,8.88,2.15,5.48,Veg,83.17,2.79,Day Scholar,84.39,8.62
24,Civil,3.84,7.28,3.42,10.08,Non-Veg,79.01,4.46,Day Scholar,61.37,7.51
21,CSE,3.27,7.54,5.68,7.16,Non-Veg,82.39,2.69,Hosteller,72.69,8.31
25,Mechanical,3.6,5.21,8.59,8.07,Veg,78.19,5.14,Hosteller,60.37,6.05
21,IT,6.35,8.04,6.59,7.24,Veg,89.02,5.54,Day Scholar,75.89,8.36
25,Civil,2.7,5.95,6.27,0.0,Veg,68.52,3.21,Day Scholar,61.11,6.18
20,ECE,2.92,5.36,1.75,12.31,Non-Veg,80.96,6.3,Day Scholar,63.09,6.15
25,Mechanical,2.86,6.45,5.24,0.0,Non-Veg,72.63,4.23,Day Scholar,58.28,7.29
21,Civil,4.2,6.42,4.87,9.58,Veg,78.13,3.68,Hosteller,67.45,6.99
25,CSE,1.71,5.21,5.58,10.45,Non-Veg,65.24,2.76,Hosteller,63.19,6.28
19,CSE,1.97,5.43,4.28,5.77,Non-Veg,75.92,4.11,Day Scholar,57.06,6.55
20,CSE,3.61,5.33,8.32,8.98,Non-Veg,75.18,5.46,Hosteller,61.39,6.99
25,CSE,2.07,5.34,5.11,5.45,Non-Veg,75.29,4.03,Hosteller,48.83,6.49
22,ECE,2.19,6.03,5.3,9.05,Non-Veg,69.8,2.96,Hosteller,58.24,6.04
18,Mechanical,2.08,4.83,1.08,12.56,Non-Veg,64.36,4.7,Day Scholar,43.02,6.19
23,Electrical,2.73,5.67,4.79,2.56,Veg,71.99,3.89,Day Scholar,63.45,6.51
18,IT,5.1,7.75,7.3,10.77,Non-Veg,85.32,4.91,Hosteller,70.96,8.67
18,ECE,5.43,7.49,6.11,16.48,Veg,86.59,5.72,Hosteller,81.35,8.27
17,ECE,6.88,5.24,1.0,8.48,Veg,93.69,10.0,Day Scholar,62.89,6.77
19,Electrical,6.82,7.65,4.1,4.18,Veg,92.51,5.66,Day Scholar,86.64,9.07
22,Electrical,5.18,4.14,8.46,19.67,Non-Veg,81.97,8.03,Day Scholar,58.37,6.94
24,IT,5.54,9.41,4.7,7.5,Veg,87.76,1.91,Hosteller,77.77,9.38
25,IT,4.2,8.06,5.64,8.3,Veg,83.69,4.96,Hosteller,60.53,7.71
23,Electrical,4.78,5.83,8.24,8.41,Veg,76.59,3.98,Hosteller,70.01,7.17
20,CSE,6.92,6.96,4.69,9.51,Veg,100.0,8.64,Day Scholar,77.33,8.22
22,ECE,4.56,4.82,6.58,5.1,Veg,64.3,6.83,Day Scholar,63.07,6.62
21,Civil,5.73,6.57,5.82,8.06,Non-Veg,89.03,6.58,Day Scholar,75.59,8.24
24,IT,2.6,6.28,6.25,12.33,Non-Veg,75.32,3.15,Day Scholar,66.88,7.13
17,IT,3.0,5.5,5.76,4.91,Veg,71.99,4.53,Day Scholar,55.57,6.34
17,Electrical,4.47,5.94,3.9,4.65,Non-Veg,71.71,6.12,Hosteller,61.34,6.61
22,Mechanical,4.22,5.82,4.1,5.36,Non-Veg,80.64,3.77,Hosteller,58.99,7.03
18,Civil,3.07,5.14,3.29,0.85,Veg,76.2,4.28,Hosteller,55.29,6.33
21,Civil,7.61,5.47,1.72,3.18,Non-Veg,92.31,8.3,Day Scholar,92.76,8.62
17,IT,4.26,4.77,7.49,2.95,Non-Veg,77.14,6.94,Hosteller,50.15,5.55
23,CSE,3.34,7.53,5.02,7.0,Veg,81.49,2.81,Day Scholar,54.46,7.15
17,Mechanical,4.23,5.38,7.39,11.68,Veg,81.73,6.46,Hosteller,61.88,7.1
20,Civil,4.04,5.03,8.13,15.14,Non-Veg,72.65,6.17,Hosteller,59.9,7.24
25,IT,4.28,7.51,5.11,7.32,Non-Veg,83.66,4.83,Day Scholar,64.97,7.13
17,Civil,1.61,6.94,2.37,9.56,Veg,63.39,1.0,Hosteller,54.33,6.53
20,Mechanical,5.94,7.47,4.61,8.36,Veg,85.82,5.53,Hosteller,80.84,9.1
22,Mechanical,6.02,7.6,3.66,0.0,Veg,91.1,6.53,Hosteller,69.31,8.11
22,ECE,6.21,8.82,1.04,0.57,Non-Veg,91.55,5.29,Hosteller,77.07,8.45
24,Electrical,4.49,6.31,4.0,11.26,Veg,80.43,3.7,Hosteller,72.18,8.37
17,Electrical,4.99,4.75,4.86,11.81,Veg,82.45,6.22,Hosteller,67.77,7.33
23,IT,2.7,6.83,3.71,11.68,Non-Veg,72.25,2.79,Hosteller,77.38,7.52
17,Mechanical,5.25,5.7,3.46,6.0,Veg,82.34,6.32,Day Scholar,56.98,6.97
23,ECE,4.38,5.35,2.44,0.0,Veg,87.33,5.96,Hosteller,67.48,7.1
19,ECE,3.31,6.62,5.39,1.24,Veg,68.7,4.49,Day Scholar,56.02,7.59
24,Civil,5.3,7.54,8.74,2.1,Non-Veg,85.28,5.05,Hosteller,75.27,8.49
19,Civil,5.36,5.5,7.56,10.52,Veg,79.48,7.21,Day Scholar,69.64,7.61
17,ECE,4.09,8.03,6.31,5.0,Non-Veg,85.13,3.73,Day Scholar,74.04,8.64
24,Civil,4.66,5.31,6.35,16.47,Veg,82.08,7.42,Hosteller,52.67,6.85
19,Mechanical,2.45,6.21,4.73,15.22,Veg,66.98,1.0,Day Scholar,63.98,7.13
18,CSE,5.86,6.96,1.39,16.37,Veg,92.75,5.51,Day Scholar,85.92,8.7
17,Mechanical,2.65,6.03,4.26,1.87,Veg,61.8,2.73,Hosteller,57.09,6.42
19,ECE,2.94,4.37,3.06,9.75,Non-Veg,76.11,6.05,Day Scholar,54.21,5.71
18,ECE,4.09,7.61,5.31,4.33,Veg,86.22,3.02,Hosteller,80.94,8.37
18,Mechanical,5.67,5.75,7.47,8.84,Non-Veg,89.26,7.0,Day Scholar,64.97,5.85
22,Civil,5.67,7.39,8.95,2.49,Veg,85.82,6.13,Day Scholar,68.26,8.17
17,Civil,3.99,4.98,5.13,13.87,Non-Veg,73.75,5.41,Day Scholar,57.53,6.92
18,Electrical,5.16,5.19,1.67,2.59,Non-Veg,91.21,7.33,Day Scholar,55.82,6.36
22,ECE,1.47,7.53,5.13,0.0,Non-Veg,71.97,2.49,Hosteller,64.31,6.8
19,IT,2.92,6.91,5.18,18.39,Veg,71.38,3.84,Hosteller,52.08,7.08
20,Electrical,2.95,5.97,6.36,9.48,Veg,71.66,2.39,Hosteller,68.65,7.27
17,Civil,5.88,6.93,4.96,1.01,Veg,95.33,5.66,Hosteller,80.02,8.81
24,Mechanical,4.98,5.36,5.13,6.09,Non-Veg,87.57,6.98,Hosteller,63.97,7.4
23,Civil,4.28,6.63,3.74,3.77,Veg,72.45,5.2,Day Scholar,71.01,7.65
23,Mechanical,4.42,6.65,4.38,7.03,Non-Veg,81.13,4.52,Hosteller,68.51,7.12
19,Electrical,6.35,6.05,6.03,11.5,Non-Veg,90.6,6.66,Day Scholar,77.27,8.01
19,ECE,3.74,5.5,1.0,10.62,Veg,79.96,5.31,Hosteller,66.17,7.34
18,Civil,2.03,6.58,4.37,8.42,Non-Veg,70.17,1.36,Hosteller,64.81,7.02
17,Mechanical,5.63,6.43,6.38,7.03,Non-Veg,85.59,7.3,Hosteller,75.72,8.25
23,ECE,4.27,5.94,8.28,13.04,Non-Veg,82.26,7.2,Hosteller,68.49,6.93
23,IT,5.43,5.26,4.2,0.0,Veg,84.91,7.57,Day Scholar,72.96,7.9
18,Mechanical,3.93,6.51,7.37,2.81,Veg,96.74,4.19,Hosteller,65.09,6.87
23,Electrical,2.74,5.94,8.38,1.52,Veg,74.32,4.74,Day Scholar,61.48,6.33
24,IT,4.6,5.26,4.23,12.64,Non-Veg,82.95,7.12,Day Scholar,69.63,6.65
17,IT,4.02,6.55,3.88,2.86,Non-Veg,89.29,4.19,Hosteller,66.97,7.77
25,CSE,4.28,8.43,4.64,0.0,Veg,74.57,2.8,Day Scholar,80.52,8.04
23,Civil,6.42,6.06,4.84,10.08,Non-Veg,91.57,6.76,Day Scholar,77.48,7.24
19,Mechanical,2.35,8.3,7.18,1.91,Veg,67.01,1.22,Hosteller,68.44,7.89
